date,close,volume
2020-07-16,21.0700,51838400
2020-07-15,18.5500,11506500
2020-07-14,18.4300,15734800
2020-07-13,18.1000,35781700
2020-07-10,19.2500,27731000
2020-07-09,19.4600,51252800
2020-07-08,16.7900,8660000
2020-07-07,16.5500,8055400
2020-07-06,16.9500,13837400
2020-07-02,16.2500,11709700
2020-07-01,16.7000,14923600
2020-06-30,16.3400,13786900
2020-06-29,15.4200,12895600
2020-06-26,15.5500,20127053
2020-06-25,15.2500,14248563
2020-06-24,15.5000,13146887
2020-06-23,16.4500,19613853
2020-06-22,17.3900,52394351
2020-06-19,15.0000,14701056
2020-06-18,15.2000,7122204
2020-06-17,14.9800,6967334
2020-06-16,15.3500,8594576
2020-06-15,15.3200,10295648
2020-06-12,14.9900,11440766
2020-06-11,14.4600,17452755
2020-06-10,16.1600,9929085
2020-06-09,16.6400,11027205
2020-06-08,17.2900,21243293
2020-06-05,15.7700,13071224
2020-06-04,15.8600,13530035
2020-06-03,16.3900,29809261
2020-06-02,15.8200,24268905
2020-06-01,17.5200,22482097
2020-05-29,17.0400,10592300
2020-05-28,16.4700,9844835
2020-05-27,17.5200,20872003
2020-05-26,16.3300,16118973
2020-05-22,15.7400,13372072
2020-05-21,14.7100,9404990
2020-05-20,14.8600,20205300
2020-05-19,15.8700,6627511
2020-05-18,16.0000,8629612
2020-05-15,15.6200,7967547
2020-05-14,15.8800,9316788
2020-05-13,16.5400,8958992
2020-05-12,17.6000,12710684
2020-05-11,19.4000,13069850
2020-05-08,20.1800,23667064
2020-05-07,19.8400,24877271
2020-05-06,18.5000,23718644
2020-05-05,16.6200,7577524
2020-05-04,16.6800,6618807
2020-05-01,17.9200,15370377
2020-04-30,17.6200,6543788
2020-04-29,18.2300,9353985
2020-04-28,17.5600,10166795
2020-04-27,17.8900,14092240
2020-04-24,17.0200,7950903
2020-04-23,16.6600,7780851
2020-04-22,17.2700,8645571
2020-04-21,16.8700,11480510
2020-04-20,19.0000,11589374
2020-04-17,18.9000,9004143
2020-04-16,18.3000,20735545
2020-04-15,19.9800,31578421
2020-04-14,19.0300,38117758
2020-04-13,15.4600,6548279
2020-04-09,15.2700,10510587
2020-04-08,15.3600,12171281
2020-04-07,14.0700,13926200
2020-04-06,14.3000,11476730
2020-04-03,12.1900,7617376
2020-04-02,12.9600,8578672
2020-04-01,13.3000,9386417
2020-03-31,14.7800,9249352
2020-03-30,14.7600,9342938
2020-03-27,15.3800,10899538
2020-03-26,17.0600,17995116
2020-03-25,16.0000,22950807
2020-03-24,16.3200,31309312
2020-03-23,12.9700,16640284
2020-03-20,11.2300,21361343
2020-03-19,10.4900,10841341
2020-03-18,10.5600,14278028
2020-03-17,12.6600,12083252
2020-03-16,11.9100,10840766
2020-03-13,14.6900,12011719
2020-03-12,13.8100,15193869
2020-03-11,16.4100,13698852
2020-03-10,18.4400,12361061
2020-03-09,19.4400,13251762
2020-03-06,21.6700,12849955
2020-03-05,24.0900,14100336
2020-03-04,23.7600,15438911
2020-03-03,24.7100,20040778
2020-03-02,25.9800,23532235
2020-02-28,24.6000,35446517
2020-02-27,21.9700,47860848
2020-02-26,28.7500,39895339
2020-02-25,34.0400,43738334
2020-02-24,34.2900,45876597
2020-02-21,33.8700,45218964
2020-02-20,37.2600,135155938
2020-02-19,37.3500,83909169
2020-02-18,30.3000,103694969
2020-02-14,28.6800,45435361
2020-02-13,23.6600,21870229
2020-02-12,23.0800,27676012
2020-02-11,21.9400,16076003
2020-02-10,20.5500,15211795
2020-02-07,18.9300,7024690
2020-02-06,18.5200,4809630
2020-02-05,18.6900,9281693
2020-02-04,19.6900,14553853
2020-02-03,18.6100,8411087
2020-01-31,17.1500,6225525
2020-01-30,17.1000,7305129
2020-01-29,17.5800,6395120
2020-01-28,17.9700,10925184
2020-01-27,17.4400,12825345
2020-01-24,17.2100,19791472
2020-01-23,19.1200,24269108
2020-01-22,19.7200,34967564
2020-01-21,17.3000,15269264
2020-01-17,15.6400,6566350
2020-01-16,14.9400,12315349
2020-01-15,14.8400,14291751
2020-01-14,13.9700,7586577
2020-01-13,13.7000,9668400
2020-01-10,12.8300,6077828
2020-01-09,12.0400,6035213
2020-01-08,11.4200,1843322
2020-01-07,11.3600,1718551
2020-01-06,11.3800,3100730
2020-01-03,11.8100,2311610
2020-01-02,11.7900,3920458
2019-12-31,11.5500,2030086
2019-12-30,11.4900,4159766
2019-12-27,11.5600,6852333
2019-12-26,10.9000,5793253
2019-12-24,11.4100,2513287
2019-12-23,10.9500,3761804
2019-12-20,10.7700,9953134
2019-12-19,10.3700,6318243
2019-12-18,9.5600,3819519
2019-12-17,9.3400,3066391
2019-12-16,9.2900,3595761
2019-12-13,9.0300,2142877
2019-12-12,9.1700,4153794
2019-12-11,9.3400,4838805
2019-12-10,8.9700,11523942
2019-12-09,8.4200,9719511
2019-12-06,7.2600,854219
2019-12-05,7.2200,1140781
2019-12-04,7.2200,1228173
2019-12-03,7.4600,1183617
2019-12-02,7.4400,1337059
2019-11-29,7.2500,776741
2019-11-27,7.3200,1533571
2019-11-26,7.2600,1863122
2019-11-25,7.2200,5858248
2019-11-22,7.6000,6637026
2019-11-21,8.4300,3406077
2019-11-20,9.1000,1526478
2019-11-19,9.3900,532989
2019-11-18,9.5300,508831
2019-11-15,9.6800,897627
2019-11-14,9.6600,810380
2019-11-13,9.7200,1494125
2019-11-12,10.1000,1052595
2019-11-11,10.2000,1527008
2019-11-08,9.9900,1488392
2019-11-07,9.8000,1144602
2019-11-06,9.6500,1370805
2019-11-05,9.6800,5236414
2019-11-04,9.3500,2252426
2019-11-01,9.6400,2576581
2019-10-31,9.4100,6310898
2019-10-30,10.6100,2796607
2019-10-29,10.9900,6324000
2019-10-28,11.7900,12860860
2019-10-25,11.7900,6453477
2019-10-24,10.6000,2223747
2019-10-23,10.5000,1777635
2019-10-22,10.5200,1677444
2019-10-21,10.3800,980031
2019-10-18,10.3800,3283877
2019-10-17,10.3500,3075008
2019-10-16,10.3600,2322143
2019-10-15,10.3900,4386275
2019-10-14,10.3800,1455426
2019-10-11,10.4500,2319292
2019-10-10,10.5300,4207517
2019-10-09,10.8100,938656
2019-10-08,10.9200,3337887
2019-10-07,10.9400,1748356
2019-10-04,10.9900,2978917
2019-10-03,10.8600,7504531
2019-10-02,10.7000,3724032
2019-10-01,10.6900,2653104
